FIPS,stnName,state,stnCallSgn,lat,lon,record,perc999,perc99,perc95,perc90,perc999All,perc99All,perc95All,perc90All
21025,JACKSON JULIAN CARROLL AP,KY,37.5914,-83.3144,KJKL,111.4,104.7,100.1,95.5,92.8,99.2,91.5,83.5,0.0
21067,LEXINGTON BLUEGRASS AP,KY,38.0408,-84.6058,KLEX,111.9,106.4,101.5,96.7,94.2,101.1,93.6,85.2,0.0
21111,LOUISVILLE BOWMAN FLD,KY,38.2281,-85.6636,KLOU,141.0,111.2,104.6,98.8,96.1,104.8,97.1,88.0,82.5
21125,LONDON CORBIN AP,KY,37.0872,-84.0769,KLOZ,124.4,105.9,100.4,95.6,93.1,100.1,93.1,85.2,0.0
21145,PADUCAH BARKLEY RGNL AP,KY,37.0564,-88.7739,KPAH,118.3,112.6,107.3,102.0,99.2,107.6,100.6,90.6,84.1
21111,LOUISVILLE INTL AP,KY,38.1811,-85.7392,KSDF,121.1,111.3,105.9,99.6,96.7,105.9,97.8,88.4,83.2
47037,NASHVILLE INTL AP,TN,36.1189,-86.6892,KBNA,116.4,108.7,103.6,99.1,96.4,104.6,97.9,89.6,84.3
47065,CHATTANOOGA LOVELL AP,TN,35.0311,-85.2014,KCHA,124.6,111.2,103.4,98.7,96.1,104.5,97.3,89.5,84.1
47035,CROSSVILLE MEM AP,TN,35.9508,-85.0814,KCSV,112.6,102.0,97.6,93.1,91.0,96.3,89.5,82.6,0.0
47113,JACKSON MCKELLAR AP,TN,35.5931,-88.9167,KMKL,119.7,114.3,108.5,103.2,99.9,108.8,101.7,92.1,85.4
47009,KNOXVILLE MCGHEE TYSON AP,TN,35.8181,-83.9858,KTYS,112.7,105.9,101.3,97.1,94.5,101.7,95.1,87.4,82.1
5139,EL DORADO S AR RGNL AP,AR,33.2208,-92.8133,KELD,142.9,112.6,108.2,103.6,101.1,109.8,103.4,96.1,89.5
5131,FT SMITH RGNL AP,AR,35.3331,-94.3625,KFSM,118.3,112.5,108.5,103.6,100.9,109.7,103.2,94.4,88.0
5143,FAYETTEVILLE DRAKE FLD,AR,36.0097,-94.1694,KFYV,122.1,109.3,104.2,99.9,97.6,104.6,98.3,89.5,83.2
5009,HARRISON BOONE CO AP,AR,36.2667,-93.1567,KHRO,125.6,110.5,103.6,98.9,96.4,104.2,97.1,88.3,82.8
5031,JONESBORO MUNI AP,AR,35.8311,-90.6464,KJBR,140.8,114.6,108.6,103.3,100.6,109.9,103.0,93.9,87.3
5119,LITTLE ROCK AP ADAMS FLD,AR,34.7272,-92.2389,KLIT,122.8,113.9,108.9,104.6,101.5,110.4,103.8,95.0,88.3
5091,TEXARKANA WEBB FLD,AR,33.4536,-94.0075,KTXK,131.3,111.4,107.3,103.2,100.6,108.7,103.2,95.5,89.4
28015,GREENWOOD LEFLORE AP,MS,33.4964,-90.0867,KGWO,131.6,114.3,108.8,104.4,101.3,110.5,103.4,95.5,88.8
28121,JACKSON INTL AP,MS,32.3197,-90.0775,KJAN,117.0,111.2,106.4,102.0,99.6,107.9,101.8,94.7,88.6
28113,MCCOMB/PIKE CO/JOHN E LEWIS AP,MS,31.1828,-90.4708,KMCB,123.4,110.0,104.6,100.6,98.3,106.0,99.8,93.1,87.7
28075,MERIDIAN KEY FLD,MS,32.3347,-88.7442,KMEI,132.7,111.9,106.9,102.0,99.6,107.7,101.6,94.3,88.0
28075,MERIDIAN NAAS,MS,32.55,-88.5667,KNMM,131.3,116.0,108.5,102.7,100.1,110.2,102.3,94.8,88.6
28081,TUPELO RGNL AP,MS,34.2622,-88.7714,KTUP,134.3,117.8,108.5,102.2,99.5,110.2,101.8,93.5,87.4
1015,ANNISTON METRO AP,AL,33.5872,-85.8556,KANB,152.0,111.4,105.1,100.1,97.6,106.1,98.8,91.2,85.4
1073,BIRMINGHAM AP,AL,33.5656,-86.745,KBHM,117.3,109.8,104.1,99.5,97.1,105.4,98.8,91.2,85.9
1101,MONTGOMERY AP,AL,32.2997,-86.4075,KMGM,122.0,111.8,106.2,101.9,99.2,108.5,101.6,94.2,88.3
1097,MOBILE RGNL AP,AL,30.6883,-88.2456,KMOB,127.0,111.6,105.1,100.7,98.3,107.2,100.6,93.8,88.6
1033,MUSCLE SHOALS RGNL AP,AL,34.7442,-87.5997,KMSL,135.7,112.5,106.0,100.9,98.3,107.3,99.8,91.5,85.5
1125,TUSCALOOSA MUNI AP,AL,33.2119,-87.6158,KTCL,128.8,114.1,107.3,103.2,100.3,108.8,102.2,94.4,88.0
1089,HUNTSVILLE INTL AP JONES FIELD,AL,34.6439,-86.7861,KHSV,113.8,108.5,103.8,99.5,97.1,104.6,98.3,90.4,84.8
13095,ALBANY SW GA RGNL AP,GA,31.5356,-84.1944,KABY,137.3,112.5,106.2,101.6,99.2,108.5,101.6,94.8,89.0
13245,AUGUSTA BUSH FLD AP,GA,33.3644,-81.9633,KAGS,120.5,111.5,106.6,102.0,99.4,107.7,101.3,93.5,87.3
13059,ATHENS BEN EPPS AP,GA,33.9483,-83.3267,KAHN,124.4,109.8,103.6,99.4,96.8,104.5,98.1,90.2,84.4
13121,ATLANTA HARTSFIELD INTL AP,GA,33.63,-84.4417,KATL,116.7,108.6,102.0,97.3,94.8,103.0,96.1,88.9,84.1
13215,COLUMBUS METRO AP,GA,32.5161,-84.9422,KCSG,118.2,109.5,104.6,99.8,97.3,105.9,99.5,92.7,87.7
13121,ATLANTA FULTON CO AP,GA,33.7792,-84.5214,KFTY,117.2,107.2,102.2,97.9,95.5,103.2,96.7,89.4,84.2
13053,FT BENNING LAWSON FLD,GA,32.35,-85,KLSF,131.4,117.8,108.5,103.2,100.3,110.0,102.3,94.4,88.0
13021,MACON MIDDLE GA RGNL AP,GA,32.6847,-83.6528,KMCN,121.8,111.5,105.9,101.2,98.8,107.3,100.7,93.5,87.5
13051,SAVANNAH INTL AP,GA,32.13,-81.21,KSAV,118.3,112.7,106.4,101.9,99.2,108.5,101.7,93.9,88.3
13127,BRUNSWICK MALCOLM MCKINNON AP,GA,31.1522,-81.3908,KSSI,122.5,112.5,106.1,101.4,98.4,108.5,101.6,94.0,89.4
13185,VALDOSTA RGNL AP,GA,30.7825,-83.2767,KVLD,122.5,112.9,107.2,102.2,99.6,108.7,102.0,95.2,89.4
13153,WARNER ROBINS AFB,GA,32.6333,-83.6,KWRB,121.8,113.2,107.3,102.3,99.4,108.7,101.9,93.9,88.0
12091,CRESTVIEW BOB SIKES AP,FL,30.7797,-86.5225,KCEW,142.7,111.2,106.2,101.4,98.8,107.6,101.3,94.4,89.3
12031,JACKSONVILLE CRAIG MUNI AP,FL,30.3361,-81.5147,KCRG,129.8,111.4,105.9,100.6,98.3,107.3,100.6,93.9,88.9
12127,DAYTONA BEACH INTL AP,FL,29.1828,-81.0483,KDAB,122.8,108.7,103.5,99.7,97.6,105.9,100.3,94.3,89.6
12087,KEY WEST INTL AP,FL,24.555,-81.7522,KEYW,123.5,106.2,103.2,100.3,98.1,106.1,101.8,97.8,95.4
12011,FT LAUDERDALE HOLLYWOOD AP,FL,26.0719,-80.1536,KFLL,123.8,107.6,103.2,99.7,97.6,106.1,101.7,96.8,93.6
12071,FT MYERS PAGE FLD AP,FL,26.585,-81.8614,KFMY,122.8,109.8,104.6,100.7,98.7,107.3,101.9,97.1,93.1
12001,GAINESVILLE RGNL AP,FL,29.6919,-82.2756,KGNV,123.4,110.7,104.5,100.1,97.9,105.9,100.1,94.0,89.3
12086,HOMESTEAD AFB,FL,25.4833,-80.3833,KHST,121.1,111.1,105.9,100.6,98.7,107.9,103.0,97.2,93.5
12031,JACKSONVILLE INTL AP,FL,30.4944,-81.6933,KJAX,125.2,112.2,105.9,101.8,99.4,107.6,101.8,94.9,89.5
12095,ORLANDO INTL AP,FL,28.4339,-81.325,KMCO,127.4,107.3,103.2,99.7,97.9,104.6,100.4,95.2,90.7
12086,MIAMI INTL AP,FL,25.7906,-80.3164,KMIA,116.0,105.9,101.9,99.0,97.1,104.6,100.6,96.1,93.1
12009,MELBOURNE INTL AP,FL,28.1011,-80.6439,KMLB,139.2,113.6,106.1,101.3,98.7,109.0,102.3,96.4,92.0
12031,JACKSONVILLE NAS,FL,30.2333,-81.6667,KNIP,135.8,112.9,105.9,100.9,98.3,108.6,101.7,95.1,90.4
12033,PENSACOLA FOREST SHERMAN NAS,FL,30.35,-87.3167,KNPA,141.0,114.5,107.6,102.0,99.4,110.2,103.0,95.8,91.1
12087,KEY WEST NAS,FL,24.5833,-81.6833,KNQX,125.6,110.2,104.6,100.3,97.8,107.9,103.0,97.8,94.8
12113,WHITING FLD NAS,FL,30.7167,-87.0167,KNSE,123.4,113.6,107.3,101.9,99.4,109.8,101.9,94.8,89.3
12005,TYNDALL AFB,FL,30.0667,-85.5833,KPAM,134.2,114.1,107.6,102.5,99.7,109.8,103.0,96.1,91.7
12099,WEST PALM BEACH INTL AP,FL,26.6847,-80.0994,KPBI,116.0,106.0,102.3,99.2,97.3,104.6,100.4,95.8,92.3
12103,ST PETERSBURG INTL AP,FL,27.9106,-82.6875,KPIE,134.2,113.4,107.4,102.0,99.6,110.5,103.3,97.8,93.8
12033,PENSACOLA RGNL AP,FL,30.4781,-87.1869,KPNS,137.5,113.9,106.1,101.6,98.8,108.7,101.7,94.9,90.4
12073,TALLAHASSEE RGNL AP,FL,30.3931,-84.3533,KTLH,121.0,111.1,105.9,101.3,99.0,107.3,101.6,95.0,89.9
12086,MIAMI KENDALL TAMIAMI EXEC AP,FL,25.6475,-80.4331,KTMB,125.4,107.6,103.3,100.6,98.3,105.9,101.7,97.1,93.1
12057,TAMPA INTL AP,FL,27.9614,-82.5403,KTPA,118.3,108.5,103.4,100.3,98.1,106.0,100.9,96.1,92.3
12091,VALPARAISO EGLIN AFB,FL,30.4833,-86.5167,KVPS,121.8,111.9,105.9,100.6,98.3,107.6,100.7,94.8,90.4
12061,VERO BEACH INTL AP,FL,27.6531,-80.2428,KVRB,127.8,108.6,104.5,100.4,98.1,106.1,100.7,95.9,92.0
54081,BECKLEY RALEIGH CO AP,WV,37.7836,-81.1231,KBKW,97.9,95.9,91.5,88.3,87.2,89.0,83.8,0.0,0.0
54055,BLUEFIELD MERCER CO AP,WV,37.2958,-81.2078,KBLF,101.0,96.5,91.5,88.4,86.9,89.4,83.8,0.0,0.0
54039,CHARLESTON YEAGER AP,WV,38.3794,-81.59,KCRW,114.0,106.0,100.4,95.5,93.1,99.9,92.4,84.5,0.0
54083,ELKINS RANDOLPH CO AP,WV,38.8853,-79.8528,KEKN,103.2,98.3,93.7,90.4,88.3,92.1,86.1,0.0,0.0
54099,HUNTINGTON TRI STATE AP,WV,38.365,-82.555,KHTS,112.9,108.5,101.6,96.7,94.2,101.1,93.7,84.9,0.0
54061,MORGANTOWN HART FLD,WV,39.6428,-79.9164,KMGW,111.1,104.7,99.1,94.0,91.5,97.6,89.5,81.8,0.0
54003,MARTINSBURG E WV RGNL AP,WV,39.4019,-77.9844,KMRB,121.2,110.0,103.0,97.6,94.8,102.3,94.0,84.9,0.0
54107,PARKERSBURG WOOD CO AP,WV,39.2,-81.27,KPKB,116.0,107.4,100.7,95.8,92.8,99.9,91.5,83.2,0.0
37021,ASHEVILLE RGNL AP,NC,35.4319,-82.5375,KAVL,109.5,100.4,95.4,91.5,89.9,94.2,88.3,81.2,0.0
37119,CHARLOTTE DOUGLAS AP,NC,35.2236,-80.9553,KCLT,111.1,106.4,101.8,97.7,95.4,102.3,96.4,88.5,83.4
37049,NEW BERN CRAVEN CO AP,NC,35.0675,-77.0472,KEWN,132.7,115.0,108.5,102.6,99.4,109.2,100.9,91.2,85.3
37051,FAYETTEVILLE RGNL AP,NC,34.9914,-78.8803,KFAY,126.5,113.8,107.2,101.6,98.6,108.6,100.7,92.1,86.3
37191,GOLDSBORO S JOHNSON AFB,NC,35.3444,-77.9647,KGSB,125.9,113.9,107.4,102.2,99.2,108.8,101.1,92.0,85.8
37081,PIEDMONT TRIAD INTL AP,NC,36.0975,-79.9436,KGSO,108.6,105.1,100.7,96.7,94.3,100.9,94.5,86.8,81.1
37023,HICKORY FAA AP,NC,35.7425,-81.3819,KHKY,113.0,105.9,100.1,95.9,93.7,100.4,93.7,86.1,80.2
37055,CAPE HATTERAS AP,NC,35.2322,-75.6225,KHSE,140.8,107.7,103.0,98.1,95.5,103.1,96.7,89.3,84.9
37129,WILMINGTON INTL AP,NC,34.2675,-77.8997,KILM,125.6,113.2,107.3,101.9,98.7,108.7,100.7,91.8,86.3
37133,NEW RIVER MCAF,NC,34.7,-77.3833,KNCA,145.3,115.4,108.6,102.2,99.1,109.5,100.7,91.1,85.4
37049,CHERRY POINT MCAS,NC,34.9,-76.8833,KNKT,125.9,115.5,108.6,101.9,98.6,109.5,100.4,90.6,85.4
37051,FAYETTEVILLE POPE AFB,NC,35.1739,-79.0089,KPOB,125.6,113.8,107.2,101.6,98.6,108.7,100.7,92.0,86.3
37183,RALEIGH DURHAM INTL AP,NC,35.8922,-78.7819,KRDU,115.2,109.9,104.6,99.8,97.1,105.4,98.1,89.3,83.5
45007,ANDERSON CO AP,SC,34.4978,-82.7097,KAND,122.8,109.8,103.5,98.9,96.5,104.6,97.9,90.3,84.9
45019,CHARLESTON INTL AP,SC,32.8986,-80.0408,KCHS,120.4,113.2,107.4,102.2,99.4,109.8,101.9,93.6,88.0
45063,COLUMBIA METRO AP,SC,33.9706,-80.9958,KCUB,119.1,110.0,104.9,100.7,98.2,106.2,100.4,92.7,87.2
45083,GRNVL SPART AP,SC,34.8842,-82.2208,KGSP,123.8,106.9,101.7,97.2,94.9,102.2,95.6,87.9,82.6
45013,BEAUFORT MCAS,SC,32.4833,-80.7167,KNBC,127.0,114.6,108.7,103.2,100.4,110.5,103.2,94.9,89.3
45085,SUMTER SHAW AFB,SC,33.9667,-80.4667,KSSC,122.6,111.2,105.9,100.9,98.2,107.2,100.1,91.9,86.1
51013,WASHINGTON REAGAN AP,VA,38.8483,-77.0342,KDCA,122.4,112.7,106.1,100.3,97.1,107.2,98.3,88.4,83.1
0,LANGLEY AFB,VA,37.0828,-76.3603,KLFI,125.4,113.8,107.2,100.9,97.8,107.4,98.6,88.8,83.2
51031,LYNCHBURG RGNL AP,VA,37.3208,-79.2067,KLYH,111.6,106.2,100.7,96.3,93.9,100.6,93.7,85.6,0.0
0,NORFOLK NAS,VA,36.95,-76.2833,KNGU,120.4,113.6,107.4,101.8,98.3,108.6,99.8,90.2,84.5
0,OCEANA NAS,VA,36.8167,-76.0333,KNTU,134.3,112.5,107.2,100.7,97.8,107.3,98.3,88.3,82.8
0,NORFOLK INTL AP,VA,36.9036,-76.1919,KORF,118.3,110.2,105.4,100.4,97.6,105.9,98.4,88.9,83.5
0,NEWPORT NEWS INTL AP,VA,37.1319,-76.4931,KPHF,128.8,114.3,108.5,102.0,98.7,108.7,99.9,89.6,83.8
51087,RICHMOND INTL AP,VA,37.505,-77.3203,KRIC,116.7,111.1,106.0,100.7,97.9,107.2,98.8,89.0,83.2
51161,ROANOKE RGNL AP,VA,37.3169,-79.9742,KROA,109.9,104.1,99.5,95.3,92.8,99.2,92.6,84.5,0.0
51107,WASHINGTON DC DULLES AP,VA,38.9408,-77.4636,KIAD,117.8,109.8,103.6,98.6,95.5,103.5,95.4,85.9,0.0
24033,CAMP SPRINGS ANDREWS AFB,MD,38.8167,-76.8667,KADW,125.2,113.6,104.7,99.2,96.1,104.6,95.9,86.2,0.0
24003,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,KBWI,122.8,111.1,104.6,99.2,96.1,104.6,96.1,86.3,78.8
24037,PATUXENT RIVER NAS,MD,38.3,-76.4167,KNHK,123.5,112.7,105.9,99.8,96.7,105.9,96.8,86.9,80.5
24045,SALISBURY WICOMICO RGNL AP,MD,38.3406,-75.5103,KSBY,132.4,116.7,107.4,101.1,97.9,107.4,97.9,87.4,0.0
10001,DOVER AFB,DE,39.1333,-75.4667,KDOV,124.0,116.7,107.2,100.6,97.3,106.2,96.4,85.8,0.0
10003,WILMINGTON NEW CASTLE CO AP,DE,39.6728,-75.6008,KILG,123.8,110.2,104.1,98.3,95.4,103.4,94.7,84.9,0.0
42077,ALLENTOWN INTL AP,PA,40.6508,-75.4492,KABE,114.3,107.3,101.7,96.3,93.3,100.7,91.7,82.7,0.0
42003,PITTSBURGH ALLEGHENY CO AP,PA,40.3547,-79.9217,KAGC,120.2,104.6,97.8,93.3,90.9,96.4,88.8,81.0,0.0
42013,ALTOONA BLAIR CO AP,PA,40.2964,-78.3203,KAOO,111.9,103.9,97.6,93.1,90.6,95.4,87.3,0.0,0.0
42079,WILKES-BARRE INTL AP,PA,41.3336,-75.7269,KAVP,121.7,103.4,98.3,93.7,91.1,96.4,87.8,0.0,0.0
42083,BRADFORD RGNL AP,PA,41.8,-78.6333,KBFD,103.2,99.0,92.4,88.9,87.3,88.3,82.1,0.0,0.0
42133,HARRISBURG CPTL CY AP,PA,40.2172,-76.8514,KCXY,120.5,110.0,103.2,97.7,94.7,102.4,93.3,84.1,0.0
42065,DUBOIS JEFFERSON CO AP,PA,41.1783,-78.8989,KDUJ,102.6,99.5,94.0,90.1,88.3,90.7,84.1,0.0,0.0
42049,ERIE INTL AP,PA,42.08,-80.1825,KERI,108.5,104.6,97.6,92.9,90.7,94.4,86.7,0.0,0.0
42081,WILLIAMSPORT,PA,41.2433,-76.9217,KIPT,115.1,107.4,100.7,95.8,92.7,99.2,90.1,81.0,0.0
42043,MIDDLETOWN HARRISBURG INTL AP,PA,40.1961,-76.7725,KMDT,124.6,112.6,104.1,98.1,94.8,103.2,93.6,84.1,0.0
42101,PHILADELPHIA INTL AP,PA,39.8683,-75.2311,KPHL,134.3,112.5,104.7,98.8,95.5,104.7,95.5,85.8,0.0
42003,PITTSBURGH INTL AP,PA,40.4847,-80.2144,KPIT,113.8,106.0,98.3,93.6,90.7,96.7,88.3,80.7,0.0
42101,PHILADELPHIA NE AP,PA,40.0819,-75.0111,KPNE,137.5,116.6,105.9,98.6,95.5,105.4,95.1,85.4,0.0
36001,ALBANY AP,NY,42.7431,-73.8092,KALB,113.2,105.9,100.6,95.2,92.1,98.3,88.8,0.0,0.0
36045,WATERTOWN INTL AP,NY,43.9922,-76.0217,KART,104.6,103.2,97.1,92.7,90.3,93.9,85.4,0.0,0.0
36007,BINGHAMTON GREATER AP,NY,42.2067,-75.98,KBGM,103.3,100.7,94.3,90.7,88.8,91.0,83.8,0.0,0.0
36029,BUFFALO NIAGARA INTL AP,NY,42.9408,-78.7358,KBUF,108.8,103.3,95.8,91.2,89.0,93.1,85.6,0.0,0.0
36015,ELMIRA CORNING RGNL AP,NY,42.1594,-76.8919,KELM,117.2,106.0,99.6,94.8,92.0,97.6,88.3,0.0,0.0
36113,GLENS FALLS AP,NY,43.35,-73.6167,KGFL,124.7,107.2,101.1,95.4,92.3,97.6,87.4,0.0,0.0
36119,WESTCHESTER CO AP,NY,41.0669,-73.7075,KHPN,125.4,108.6,101.1,95.8,92.8,98.8,89.4,0.0,0.0
36063,NIAGARA FALLS INTL AP,NY,43.1083,-78.9381,KIAG,110.7,105.9,99.7,94.0,91.2,96.7,87.4,0.0,0.0
36103,ISLIP LI MACARTHUR AP,NY,40.7939,-73.1017,KISP,115.5,109.9,101.3,95.4,92.6,98.4,88.9,0.0,0.0
36081,NEW YORK JFK INTL AP,NY,40.6386,-73.7622,KJFK,115.1,110.2,102.4,96.1,93.1,100.3,90.4,80.7,0.0
36081,NEW YORK LAGUARDIA AP,NY,40.7789,-73.8808,KLGA,120.7,108.6,102.3,96.7,93.7,101.9,92.8,83.8,0.0
36089,MASSENA INTL AP,NY,44.9358,-74.8456,KMSS,112.2,110.2,100.9,94.4,91.7,96.8,87.1,0.0,0.0
36027,POUGHKEEPSIE DUTCHESS CO AP,NY,41.6267,-73.8842,KPOU,117.0,108.8,103.2,97.1,93.9,101.5,91.3,81.6,0.0
36055,ROCHESTER GTR INTL AP,NY,43.1167,-77.6767,KROC,111.9,106.2,100.9,95.4,92.4,98.3,88.3,0.0,0.0
36067,SYRACUSE HANCOCK INTL AP,NY,43.1111,-76.1039,KSYR,112.5,107.2,100.7,95.2,92.3,98.3,88.4,0.0,0.0
44003,PROVIDENCE T F GREEN AP,RI,41.7219,-71.4325,KPVD,122.1,109.8,103.3,97.1,93.7,100.7,89.6,0.0,0.0
25025,BOSTON LOGAN INTL AP,MA,42.3606,-71.0106,KBOS,109.8,106.9,102.3,97.1,93.7,100.4,90.2,0.0,0.0
25027,WORCESTER RGNL AP,MA,42.2706,-71.8731,KORH,111.8,102.5,96.8,92.7,90.4,93.6,84.9,0.0,0.0
50007,BURLINGTON INTL AP,VT,44.4681,-73.1503,KBTV,110.5,104.7,99.4,93.7,91.0,96.3,86.8,0.0,0.0
50023,BARRE MONTPELIER AP,VT,44.2036,-72.5622,KMPV,122.8,107.9,97.3,91.5,89.0,91.7,83.4,0.0,0.0
33013,CONCORD MUNI AP,NH,43.1953,-71.5011,KCON,105.9,104.4,100.1,94.8,92.0,98.1,88.8,0.0,0.0
33015,PORTSMOUTH PEASE AFB,NH,43.0833,-70.8167,KPSM,112.7,106.2,101.8,96.1,93.1,98.6,88.3,0.0,0.0
23011,AUGUSTA STATE AP,ME,44.3156,-69.7972,KAUG,113.6,106.0,98.8,93.5,90.6,94.4,84.8,0.0,0.0
23019,BANGOR INTL AP,ME,44.7978,-68.8186,KBGR,111.6,107.3,99.1,93.5,90.7,94.3,85.0,0.0,0.0
23003,CARIBOU MUNI AP,ME,46.8706,-68.0172,KCAR,120.2,99.8,95.5,90.7,88.6,90.4,82.5,0.0,0.0
23005,BRUNSWICK NAS,ME,43.9,-69.9333,KNHZ,115.0,109.8,100.9,93.9,90.7,94.3,84.1,0.0,0.0
23005,PORTLAND INTL JETPORT,ME,43.6497,-70.3003,KPWM,114.0,107.3,100.4,94.8,91.8,95.5,85.0,0.0,0.0
